2025-10-04 17:08:39,469 |     INFO |             __init__:  60 | === Starting PDF Processing Run: 20251004_170839_468 ===
2025-10-04 17:08:39,470 |     INFO |        log_input_pdf:  67 | Input PDF saved: /Users/ashishrajshekhar/codex_code_glyph/runs/20251004_170839_468/input.pdf (106016 bytes)
2025-10-04 17:08:39,470 |     INFO |   log_mode_selection:  76 | Processing mode selected: overlay
2025-10-04 17:08:39,470 |     INFO |         log_mappings:  81 | Word mappings to apply: 2 total
2025-10-04 17:08:39,470 |     INFO |         log_mappings:  83 |   '16.6' → '19.9'
2025-10-04 17:08:39,471 |     INFO |         log_mappings:  83 |   '3,342.2' → '3.345.5'
2025-10-04 17:08:39,471 |     INFO |         log_mappings:  81 | Word mappings to apply: 2 total
2025-10-04 17:08:39,471 |     INFO |         log_mappings:  83 |   '16.6' → '19.9'
2025-10-04 17:08:39,471 |     INFO |         log_mappings:  83 |   '3,342.2' → '3.345.5'
2025-10-04 17:08:39,472 |     INFO | log_pattern_building:  99 | Building regex pattern for 5 words (ignore_case=True)
2025-10-04 17:08:39,472 |    DEBUG | log_pattern_building: 100 | Words to match: ['16.6', '3,342.2', '16 .6', '3 ,342.2', '3,342 .2']
2025-10-04 17:08:39,472 |    DEBUG | log_pattern_building: 101 | Compiled pattern: 3\ ,342\.2|3,342\ \.2|3,342\.2|16\ \.6|16\.6
2025-10-04 17:08:39,503 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 0: ''
2025-10-04 17:08:39,504 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 1: ''
2025-10-04 17:08:39,504 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 2: ''
2025-10-04 17:08:39,504 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 3: ''
2025-10-04 17:08:39,505 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 4: ''
2025-10-04 17:08:39,505 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 5: ''
2025-10-04 17:08:39,505 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 6: ''
2025-10-04 17:08:39,506 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 7: ''
2025-10-04 17:08:39,506 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 8: ''
2025-10-04 17:08:39,507 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 9: ''
2025-10-04 17:08:39,509 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 10: ''
2025-10-04 17:08:39,509 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 11: ''
2025-10-04 17:08:39,509 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 12: ''
2025-10-04 17:08:39,510 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 13: ''
2025-10-04 17:08:39,510 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 14: ''
2025-10-04 17:08:39,510 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 15: ''
2025-10-04 17:08:39,510 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 16: ''
2025-10-04 17:08:39,510 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 17: ''
2025-10-04 17:08:39,511 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 18: ''
2025-10-04 17:08:39,511 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 19: ''
2025-10-04 17:08:39,511 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 20: ''
2025-10-04 17:08:39,511 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 21: ''
2025-10-04 17:08:39,511 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 22: ''
2025-10-04 17:08:39,511 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 23: ''
2025-10-04 17:08:39,512 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 24: ''
2025-10-04 17:08:39,512 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 25: ''
2025-10-04 17:08:39,512 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 26: ''
2025-10-04 17:08:39,512 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 27: ''
2025-10-04 17:08:39,512 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 28: ''
2025-10-04 17:08:39,512 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 29: ''
2025-10-04 17:08:39,513 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 30: ''
2025-10-04 17:08:39,513 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 31: ''
2025-10-04 17:08:39,513 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 32: ''
2025-10-04 17:08:39,513 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 33: ''
2025-10-04 17:08:39,514 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 34: ''
2025-10-04 17:08:39,514 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 35: ''
2025-10-04 17:08:39,514 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 36: ''
2025-10-04 17:08:39,514 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 37: ''
2025-10-04 17:08:39,515 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 38: ''
2025-10-04 17:08:39,515 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 39: ''
2025-10-04 17:08:39,515 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 40: ''
2025-10-04 17:08:39,515 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 41: ''
2025-10-04 17:08:39,517 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 42: ''
2025-10-04 17:08:39,518 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 43: ''
2025-10-04 17:08:39,518 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 44: ''
2025-10-04 17:08:39,518 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 45: ''
2025-10-04 17:08:39,520 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 46: ''
2025-10-04 17:08:39,522 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 47: ''
2025-10-04 17:08:39,522 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 48: ''
2025-10-04 17:08:39,524 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 49: ''
2025-10-04 17:08:39,525 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 50: ''
2025-10-04 17:08:39,525 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 51: ''
2025-10-04 17:08:39,525 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 52: ''
2025-10-04 17:08:39,527 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 53: ''
2025-10-04 17:08:39,527 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 54: ''
2025-10-04 17:08:39,527 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 55: ''
2025-10-04 17:08:39,527 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 56: ''
2025-10-04 17:08:39,528 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 57: ''
2025-10-04 17:08:39,528 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 58: ''
2025-10-04 17:08:39,528 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 59: ''
2025-10-04 17:08:39,528 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 60: ''
2025-10-04 17:08:39,529 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 61: ''
2025-10-04 17:08:39,529 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 62: ''
2025-10-04 17:08:39,529 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 63: ''
2025-10-04 17:08:39,530 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 64: ''
2025-10-04 17:08:39,530 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 65: ''
2025-10-04 17:08:39,530 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 66: ''
2025-10-04 17:08:39,531 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 67: ''
2025-10-04 17:08:39,531 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 68: ''
2025-10-04 17:08:39,531 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 69: ''
2025-10-04 17:08:39,531 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 70: ''
2025-10-04 17:08:39,532 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 71: ''
2025-10-04 17:08:39,532 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 72: ''
2025-10-04 17:08:39,532 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 73: ''
2025-10-04 17:08:39,533 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 74: ''
2025-10-04 17:08:39,533 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 75: ''
2025-10-04 17:08:39,533 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 76: ''
2025-10-04 17:08:39,534 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 77: ''
2025-10-04 17:08:39,534 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 78: ''
2025-10-04 17:08:39,534 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 79: ''
2025-10-04 17:08:39,534 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 80: ''
2025-10-04 17:08:39,535 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 81: ''
2025-10-04 17:08:39,535 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 82: ''
2025-10-04 17:08:39,536 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 83: ''
2025-10-04 17:08:39,536 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 84: ''
2025-10-04 17:08:39,536 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 85: ''
2025-10-04 17:08:39,537 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 86: ''
2025-10-04 17:08:39,537 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 87: ''
2025-10-04 17:08:39,540 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 88: ''
2025-10-04 17:08:39,540 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 89: ''
2025-10-04 17:08:39,541 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 90: ''
2025-10-04 17:08:39,542 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 91: ''
2025-10-04 17:08:39,542 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 92: ''
2025-10-04 17:08:39,543 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 93: ''
2025-10-04 17:08:39,543 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 94: ''
2025-10-04 17:08:39,543 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 95: ''
2025-10-04 17:08:39,544 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 96: ''
2025-10-04 17:08:39,544 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 97: ''
2025-10-04 17:08:39,544 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 98: ''
2025-10-04 17:08:39,544 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 99: ''
2025-10-04 17:08:39,545 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 100: ''
2025-10-04 17:08:39,545 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 101: ''
2025-10-04 17:08:39,546 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 102: ''
2025-10-04 17:08:39,546 |     INFO | _apply_content_stream_mapping: 361 | Content stream rewrite produced no changes; fallback to overlay pipeline
2025-10-04 17:08:39,547 |  WARNING | _apply_overlay_mode_mapping: 298 | Content stream rewrite failed; using PyMuPDF font mode
2025-10-04 17:08:39,566 |     INFO | process_pdf_with_pymupdf: 399 | Processing PDF with PyMuPDF in font mode
2025-10-04 17:08:39,566 |     INFO | process_pdf_with_pymupdf: 400 | Pattern: 3,342\.2|16\.6
2025-10-04 17:08:39,582 |    DEBUG |         replace_func: 218 | Replacing '16.6' with '19.9'
2025-10-04 17:08:39,590 |     INFO | _process_page_direct_replacement: 202 | Page 1: Direct replacement '16.6 ' → '19.9 '
2025-10-04 17:08:39,590 |    DEBUG |         replace_func: 218 | Replacing '3,342.2' with '3.345.5'
2025-10-04 17:08:39,596 |     INFO | _process_page_direct_replacement: 202 | Page 1: Direct replacement '3,342.2' → '3.345.5'
2025-10-04 17:08:39,597 |     INFO | process_pdf_font_mode:  73 | Made 2 direct text replacements
2025-10-04 17:08:39,599 |     INFO |       log_output_pdf: 190 | Output PDF saved: /Users/ashishrajshekhar/codex_code_glyph/runs/20251004_170839_468/output.pdf (409330 bytes)
2025-10-04 17:08:39,600 |     INFO |         finalize_run: 222 | === Run Complete: 20251004_170839_468 (Duration: 0.13s) ===
2025-10-04 17:08:39,600 |     INFO |         finalize_run: 223 | Run directory: /Users/ashishrajshekhar/codex_code_glyph/runs/20251004_170839_468
2025-10-04 17:08:39,600 |     INFO |         finalize_run: 224 | Metadata saved: /Users/ashishrajshekhar/codex_code_glyph/runs/20251004_170839_468/run_metadata.json
2025-10-04 17:08:39,600 |     INFO |         finalize_run: 233 | Run completed successfully with 2 mappings applied
