2025-10-04 16:52:58,843 |     INFO |             __init__:  60 | === Starting PDF Processing Run: 20251004_165258_841 ===
2025-10-04 16:52:58,882 |     INFO |            remap_pdf:  82 | Starting PDF remapping with 1 mappings in overlay mode
2025-10-04 16:52:58,882 |     INFO |        log_input_pdf:  67 | Input PDF saved: /Users/ashishrajshekhar/codex_code_glyph/runs/20251004_165258_841/input.pdf (1141864 bytes)
2025-10-04 16:52:58,882 |     INFO |   log_mode_selection:  76 | Processing mode selected: overlay
2025-10-04 16:52:58,882 |     INFO |         log_mappings:  81 | Word mappings to apply: 1 total
2025-10-04 16:52:58,882 |     INFO |         log_mappings:  83 |   'cherry' → 'berry!'
2025-10-04 16:52:58,882 |     INFO |         log_mappings:  81 | Word mappings to apply: 1 total
2025-10-04 16:52:58,882 |     INFO |         log_mappings:  83 |   'cherry' → 'berry!'
2025-10-04 16:52:58,922 |     INFO | log_pattern_building:  99 | Building regex pattern for 1 words (ignore_case=True)
2025-10-04 16:52:58,922 |    DEBUG | log_pattern_building: 100 | Words to match: ['cherry']
2025-10-04 16:52:58,923 |    DEBUG | log_pattern_building: 101 | Compiled pattern: cherry
2025-10-04 16:52:58,926 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 0: ''
2025-10-04 16:52:58,932 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 0: ''
2025-10-04 16:52:58,932 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 1: ''
2025-10-04 16:52:58,937 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 0: ''
2025-10-04 16:52:58,937 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 1: ''
2025-10-04 16:52:58,941 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 0: ''
2025-10-04 16:52:58,948 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 0: ''
2025-10-04 16:52:58,948 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 1: ''
2025-10-04 16:52:58,948 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 2: ''
2025-10-04 16:52:58,948 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 3: ''
2025-10-04 16:52:58,950 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 0: ''
2025-10-04 16:52:58,950 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 1: ''
2025-10-04 16:52:58,950 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 2: ''
2025-10-04 16:52:58,953 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 0: ''
2025-10-04 16:52:58,954 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 0: ''
2025-10-04 16:52:58,960 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 0: ''
2025-10-04 16:52:58,960 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 1: ''
2025-10-04 16:52:58,961 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 2: ''
2025-10-04 16:52:58,961 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 3: ''
2025-10-04 16:52:58,961 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 4: ''
2025-10-04 16:52:58,961 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 5: ''
2025-10-04 16:52:58,961 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 6: ''
2025-10-04 16:52:58,961 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 7: ''
2025-10-04 16:52:58,961 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 8: ''
2025-10-04 16:52:58,961 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 9: ''
