2025-10-01 01:29:11,994 |     INFO |             __init__:  60 | === Starting PDF Processing Run: 20251001_012911_991 ===
2025-10-01 01:29:12,000 |     INFO |            remap_pdf:  82 | Starting PDF remapping with 1 mappings in overlay mode
2025-10-01 01:29:12,001 |     INFO |        log_input_pdf:  67 | Input PDF saved: /Users/ashishrajshekhar/codex_code_glyph/runs/20251001_012911_991/input.pdf (100123 bytes)
2025-10-01 01:29:12,001 |     INFO |   log_mode_selection:  76 | Processing mode selected: overlay
2025-10-01 01:29:12,001 |     INFO |         log_mappings:  81 | Word mappings to apply: 1 total
2025-10-01 01:29:12,001 |     INFO |         log_mappings:  83 |   'chicken' → 'muttons'
2025-10-01 01:29:12,001 |     INFO |         log_mappings:  81 | Word mappings to apply: 1 total
2025-10-01 01:29:12,001 |     INFO |         log_mappings:  83 |   'chicken' → 'muttons'
2025-10-01 01:29:12,035 |     INFO | log_pattern_building:  99 | Building regex pattern for 1 words (ignore_case=True)
2025-10-01 01:29:12,035 |    DEBUG | log_pattern_building: 100 | Words to match: ['chicken']
2025-10-01 01:29:12,035 |    DEBUG | log_pattern_building: 101 | Compiled pattern: chicken
2025-10-01 01:29:12,064 |     INFO | _apply_overlay_mode_mapping: 302 | Processing page 1 with 1543 operations
2025-10-01 01:29:12,067 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 0: ''
2025-10-01 01:29:12,068 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 1: ''
2025-10-01 01:29:12,068 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 2: ''
2025-10-01 01:29:12,068 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 3: ''
2025-10-01 01:29:12,068 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 4: ''
2025-10-01 01:29:12,068 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 5: ''
2025-10-01 01:29:12,068 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 6: ''
2025-10-01 01:29:12,068 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 7: ''
2025-10-01 01:29:12,068 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 8: ''
2025-10-01 01:29:12,068 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 9: ''
2025-10-01 01:29:12,068 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 10: ''
2025-10-01 01:29:12,068 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 11: ''
2025-10-01 01:29:12,069 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 12: ''
2025-10-01 01:29:12,069 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 13: ''
2025-10-01 01:29:12,069 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 14: ''
2025-10-01 01:29:12,069 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 15: ''
2025-10-01 01:29:12,069 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 16: ''
2025-10-01 01:29:12,069 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 17: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 18: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 19: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 20: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 21: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 22: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 23: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 24: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 25: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 26: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 27: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 28: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 29: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 30: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 31: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 32: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 33: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 34: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 35: ''
2025-10-01 01:29:12,070 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 36: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 37: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 38: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 39: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 40: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 41: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 42: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 43: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 44: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 45: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 46: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 47: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 48: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 49: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 50: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 51: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 52: ''
2025-10-01 01:29:12,071 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 53: ''
2025-10-01 01:29:12,072 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 54: ''
2025-10-01 01:29:12,072 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 55: ''
2025-10-01 01:29:12,072 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 56: ''
2025-10-01 01:29:12,072 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 57: ''
2025-10-01 01:29:12,072 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 58: ''
2025-10-01 01:29:12,072 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 59: ''
2025-10-01 01:29:12,072 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 60: ''
2025-10-01 01:29:12,072 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 61: ''
2025-10-01 01:29:12,072 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 62: ''
2025-10-01 01:29:12,072 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 63: ''
2025-10-01 01:29:12,073 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 64: ''
2025-10-01 01:29:12,073 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 65: ''
2025-10-01 01:29:12,073 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 66: ''
2025-10-01 01:29:12,073 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 67: ''
2025-10-01 01:29:12,073 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 68: ''
2025-10-01 01:29:12,073 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 69: ''
2025-10-01 01:29:12,073 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 70: ''
2025-10-01 01:29:12,073 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 71: ''
2025-10-01 01:29:12,074 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 72: ''
2025-10-01 01:29:12,074 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 73: ''
2025-10-01 01:29:12,074 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 74: ''
2025-10-01 01:29:12,074 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 75: ''
2025-10-01 01:29:12,074 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 76: ''
2025-10-01 01:29:12,074 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 77: ''
2025-10-01 01:29:12,074 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 78: ''
2025-10-01 01:29:12,075 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 79: ''
2025-10-01 01:29:12,075 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 80: ''
2025-10-01 01:29:12,075 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 81: ''
2025-10-01 01:29:12,075 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 82: ''
2025-10-01 01:29:12,075 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 83: ''
2025-10-01 01:29:12,075 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 84: ''
2025-10-01 01:29:12,076 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 85: ''
2025-10-01 01:29:12,076 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 86: ''
2025-10-01 01:29:12,076 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 87: ''
2025-10-01 01:29:12,076 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 88: ''
2025-10-01 01:29:12,076 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 89: ''
2025-10-01 01:29:12,076 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 90: ''
2025-10-01 01:29:12,076 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 91: ''
2025-10-01 01:29:12,077 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 92: ''
2025-10-01 01:29:12,077 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 93: ''
2025-10-01 01:29:12,077 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 94: ''
2025-10-01 01:29:12,077 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 95: ''
2025-10-01 01:29:12,077 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 96: ''
2025-10-01 01:29:12,077 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 97: ''
2025-10-01 01:29:12,077 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 98: ''
2025-10-01 01:29:12,078 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 99: ''
2025-10-01 01:29:12,078 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 100: ''
2025-10-01 01:29:12,078 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 101: ''
2025-10-01 01:29:12,078 |    DEBUG | _find_cross_array_matches: 137 | Cross-array window 102: ''
2025-10-01 01:29:12,112 |     INFO |       log_output_pdf: 190 | Output PDF saved: /Users/ashishrajshekhar/codex_code_glyph/runs/20251001_012911_991/output.pdf (116652 bytes)
2025-10-01 01:29:12,112 |     INFO |         finalize_run: 222 | === Run Complete: 20251001_012911_991 (Duration: 0.12s) ===
2025-10-01 01:29:12,112 |     INFO |         finalize_run: 223 | Run directory: /Users/ashishrajshekhar/codex_code_glyph/runs/20251001_012911_991
2025-10-01 01:29:12,113 |     INFO |         finalize_run: 224 | Metadata saved: /Users/ashishrajshekhar/codex_code_glyph/runs/20251001_012911_991/run_metadata.json
2025-10-01 01:29:12,113 |     INFO |         finalize_run: 233 | Run completed successfully with 1 mappings applied
2025-10-01 01:29:37,660 |     INFO |  log_text_extraction:  90 | Extracted text (3129 chars): '55 \n2. Disaggregation of Revenue \nThe following table disaggregates our net sales by product category (in millions): \nProduct Category \nFiscal Year 2019\nFiscal Year 2018 \nFiscal Year 2017\nFresh, vacuum-sealed chicken \n$\n1,310.2\n$\n1,139.3  \n$\n1,339.1\nFresh, chill-packed chicken \n1,137.7 \n1,158.3  \n1,044.7 \nFresh, ice-packed chicken \n511.5 \n503.6  \n547.1 \nPrepared chicken \n240.8 \n207.6  \n170.8 \nFrozen chicken \n213.0 \n211.5  \n223.9 \nOther \n27.1 \n15.7  \n16.6 \nTotal net sales \n$\n3,440.3\n$\n3,236.0  \n$...'
2025-10-01 01:29:37,662 |    DEBUG |  log_text_extraction:  95 | Full extracted text saved to: /Users/ashishrajshekhar/codex_code_glyph/runs/20251001_012911_991/extracted_text.txt
